age,workclass,fnlwgt,edunum,marital,occupation,relationship,race,sex,capitalgain,capitalloss,hours,native,income
47,2,5107,9,1,5,3,0,1,0,0,38,0, >50K
53,0,3475,16,1,0,1,0,0,0,0,50,0, >50K
23,2,4223,10,0,5,3,1,0,0,0,25,0, <=50K
35,2,5108,14,0,6,0,0,0,0,0,50,0, >50K
44,2,5109,10,2,8,0,0,1,0,0,40,0, <=50K
28,2,5110,9,0,4,3,0,1,0,0,25,0, <=50K
26,2,5111,13,0,1,0,2,1,0,0,40,15, <=50K
23,2,5112,9,0,1,0,0,0,0,0,45,0, <=50K
32,2,5113,9,1,4,1,0,0,0,0,25,39, <=50K
49,6,5114,10,1,7,1,0,0,0,0,50,0, >50K
36,2,5115,10,0,6,3,0,0,2174,0,60,0, <=50K
36,2,5116,9,2,4,4,0,1,0,0,36,0, <=50K
41,5,5117,3,1,11,1,4,0,0,0,40,0, <=50K
21,2,5118,12,1,0,2,3,1,0,0,46,0, >50K
54,1,5119,13,1,1,1,0,0,0,0,40,0, >50K
43,2,5120,10,3,4,0,1,1,0,0,40,0, <=50K
35,4,5121,10,2,0,4,0,1,0,0,40,0, <=50K
31,2,5122,10,1,8,1,0,0,0,0,50,0, >50K
46,2,5123,10,1,6,5,2,0,0,0,40,3, <=50K
46,2,5124,9,4,5,0,0,1,0,0,40,0, <=50K
56,2,5125,9,1,4,1,0,0,0,0,40,0, <=50K
45,5,5126,14,1,11,2,0,1,0,0,1,0, <=50K
21,2,5127,9,0,0,3,0,0,0,0,40,0, <=50K
51,2,5128,14,1,1,1,0,0,0,0,50,0, >50K
47,0,5129,10,2,3,4,0,0,0,0,20,0, <=50K
42,2,5130,3,3,6,0,0,0,0,0,40,7, <=50K
19,2,5131,10,0,5,3,0,1,0,0,30,0, <=50K
25,2,5132,13,0,6,3,0,0,0,0,40,0, <=50K
37,2,2015,14,1,10,1,0,0,0,0,60,0, >50K
35,2,16,8,1,4,1,1,0,0,0,40,0, <=50K
40,2,5133,9,1,7,1,0,0,0,0,30,0, <=50K
57,1,4572,7,1,5,1,0,0,0,0,15,0, <=50K
38,2,5134,9,1,10,1,0,0,0,0,50,0, >50K
48,2,5135,6,2,5,0,0,1,0,0,38,0, <=50K
34,2,5136,10,2,4,0,0,1,0,0,34,0, <=50K
46,3,5137,10,2,7,0,0,0,0,0,40,0, <=50K
30,2,2692,9,0,0,0,0,0,0,0,38,4, <=50K
45,0,5138,14,2,12,0,0,0,0,0,50,0, <=50K
32,1,4428,13,1,3,1,0,0,0,0,50,0, >50K
35,2,5139,9,0,9,3,0,0,0,0,48,0, <=50K
62,2,5140,10,0,6,0,0,1,8614,0,39,0, >50K
56,5,5141,9,1,11,1,0,0,0,0,40,0, <=50K
50,2,5142,11,1,4,1,0,0,0,0,40,0, <=50K
25,2,3413,13,0,10,0,0,0,0,0,40,0, <=50K
41,2,5143,10,0,5,0,1,0,0,0,33,0, <=50K
35,2,5144,9,0,4,3,0,1,0,0,27,0, <=50K
33,2,4378,10,1,6,1,0,0,0,0,41,0, >50K
38,2,4563,12,1,1,2,0,1,0,1902,40,0, >50K
37,0,5145,13,0,3,0,0,0,0,0,40,0, <=50K
56,2,3358,9,1,9,1,0,0,0,0,40,0, >50K
19,2,5146,4,0,6,3,0,0,0,1602,32,0, <=50K
31,2,5147,5,1,1,2,0,1,0,0,40,0, <=50K
53,4,5148,9,2,6,0,4,0,0,0,40,4, >50K
33,2,5149,9,4,2,4,0,0,0,0,35,7, <=50K
72,2,5150,2,2,4,0,1,0,0,0,40,0, <=50K
54,2,5151,9,1,7,1,0,0,0,0,50,0, >50K
30,2,1223,13,0,9,0,0,1,0,0,40,0, <=50K
51,2,5152,16,0,3,0,0,0,0,0,40,0, >50K
30,2,5153,9,1,6,1,0,0,0,1848,50,0, >50K
30,2,5154,13,0,3,0,0,0,0,0,50,0, <=50K
32,2,5155,10,1,12,1,1,0,0,0,16,0, <=50K
30,2,5156,10,0,5,0,0,0,0,0,50,0, >50K
35,2,5157,14,1,0,1,0,0,0,0,40,0, <=50K
40,2,5158,10,2,0,3,0,1,0,0,44,0, >50K
38,0,1378,13,2,3,0,0,1,0,0,40,0, <=50K
19,2,5159,6,0,4,5,0,1,0,0,30,0, <=50K
32,2,5160,10,0,3,0,0,0,0,0,44,0, <=50K
49,2,5161,14,3,0,4,0,1,0,0,40,0, <=50K
76,5,5162,13,1,11,1,0,0,0,0,10,0, <=50K
60,2,2579,13,1,3,1,0,0,0,0,35,0, <=50K
60,2,5163,5,1,5,1,0,0,0,0,40,0, <=50K
55,2,5164,16,1,1,1,0,0,0,0,80,0, >50K
41,2,5165,13,2,10,0,0,1,0,0,30,4, <=50K
24,2,5166,9,0,6,3,0,0,0,0,40,0, <=50K
53,2,5167,14,1,5,1,0,0,7298,0,60,0, >50K
69,0,5168,10,6,0,0,0,1,0,810,38,0, <=50K
71,5,5169,10,1,11,1,0,0,3432,0,30,0, <=50K
41,2,5170,9,1,0,2,0,1,0,0,40,0, >50K
32,2,5171,9,0,4,3,0,1,0,0,40,0, <=50K
45,2,5172,7,1,6,1,0,0,0,0,40,0, <=50K
59,2,5173,13,2,1,0,0,0,0,0,40,0, <=50K
31,2,5174,9,0,4,3,0,1,0,0,35,0, <=50K
40,2,5175,9,4,0,4,0,1,0,0,37,0, <=50K
44,2,5176,11,1,10,1,0,0,0,0,40,0, >50K
63,2,5177,10,2,5,0,0,1,0,0,60,0, <=50K
31,4,3779,10,1,12,1,0,0,15024,0,56,0, >50K
51,2,5178,13,0,0,4,0,0,0,0,20,0, <=50K
51,2,5179,7,1,9,1,2,0,0,0,40,13, <=50K
23,2,5180,9,0,5,0,0,0,0,0,40,0, <=50K
49,2,5181,4,1,9,1,0,0,0,0,48,0, <=50K
56,2,5182,9,1,6,1,0,0,2885,0,45,0, <=50K
39,2,3235,9,1,6,1,0,0,0,0,40,0, >50K
39,1,5183,15,1,3,1,0,0,15024,0,50,0, >50K
30,1,850,9,2,4,4,0,1,0,0,40,0, <=50K
43,1,5184,13,1,1,1,0,0,0,0,50,11, <=50K
31,2,5185,10,0,6,0,0,0,0,0,50,0, <=50K
44,4,5186,14,1,3,1,0,0,0,0,35,0, <=50K
43,1,5187,15,1,3,1,0,0,0,0,30,0, >50K
37,3,2291,16,1,3,1,0,0,0,0,72,4, >50K
41,2,2236,10,1,0,1,0,0,0,0,46,0, >50K
43,2,1066,9,1,0,1,0,0,0,0,40,0, >50K
47,0,5188,10,1,6,1,0,0,0,0,40,0, >50K
38,1,5189,15,0,3,0,0,0,0,2824,45,0, >50K
46,2,5190,11,1,9,1,0,0,0,0,40,0, <=50K
19,0,5191,10,0,4,3,0,1,0,0,40,0, <=50K
19,2,5192,3,0,4,0,0,0,0,0,50,27, <=50K
24,2,5193,13,1,5,1,0,0,0,0,45,0, >50K
39,6,5194,10,1,8,1,0,0,0,0,65,0, <=50K
37,2,5195,11,2,9,0,0,1,0,0,30,0, <=50K
28,5,5196,13,0,11,3,1,1,0,0,40,11, <=50K
40,2,2519,9,2,6,4,0,0,0,0,40,0, <=50K
27,2,5197,12,0,5,3,0,1,0,0,40,0, <=50K
22,2,5198,9,0,0,5,0,1,0,0,40,0, <=50K
21,2,5199,10,0,2,3,0,0,0,0,12,0, <=50K
32,2,5200,9,1,1,2,0,1,0,0,40,0, <=50K
20,2,4791,9,4,9,3,0,0,0,0,40,0, <=50K
45,2,5201,14,2,7,0,0,0,14344,0,48,0, >50K
46,4,2217,15,1,12,1,0,0,0,0,40,0, >50K
46,2,5202,11,2,1,4,0,1,0,0,45,0, <=50K
26,2,5203,10,0,12,0,0,0,0,0,44,0, <=50K
47,1,5204,13,1,1,3,0,0,0,0,60,0, <=50K
22,2,256,10,0,3,3,0,1,0,0,10,0, <=50K
34,1,5205,9,1,1,1,0,0,0,0,60,0, <=50K
49,2,2954,2,1,6,1,0,0,0,0,40,23, <=50K
20,2,5206,10,0,2,3,0,0,0,0,25,0, <=50K
28,2,5207,9,1,9,1,0,0,0,0,45,0, <=50K
30,2,5208,7,1,9,1,1,0,0,0,40,0, <=50K
23,2,5209,9,1,6,1,0,0,0,0,40,0, <=50K
20,2,5210,5,0,14,3,0,0,0,0,40,5, <=50K
31,2,5211,10,1,4,1,0,0,0,0,55,5, <=50K
46,2,1298,2,0,9,3,0,0,0,0,40,7, <=50K
42,2,241,9,4,0,4,0,1,0,0,40,0, <=50K
60,1,5212,4,1,6,1,0,0,0,0,40,0, <=50K
30,2,5213,13,0,3,0,0,0,0,0,50,0, <=50K
27,2,5214,10,1,7,1,0,0,0,0,48,0, <=50K
20,2,2510,5,0,5,3,0,1,0,0,32,0, <=50K
56,1,5215,13,1,3,1,0,0,7688,0,40,0, >50K
41,2,5216,10,1,1,1,0,0,0,0,60,0, >50K
61,2,5217,9,1,9,1,0,0,0,0,40,0, <=50K
47,2,2928,9,2,1,4,1,1,0,0,40,0, >50K
60,2,5218,5,1,9,1,0,0,2228,0,37,0, <=50K
33,2,5219,5,1,9,1,0,0,0,0,50,0, <=50K
40,5,5220,10,1,11,2,0,1,0,0,25,0, <=50K
48,2,5221,13,1,3,1,0,0,0,0,45,10, >50K
56,2,5222,9,1,2,1,0,0,0,0,40,0, >50K
50,2,5223,11,1,7,1,0,0,3103,0,55,0, >50K
57,1,5224,14,1,3,1,0,0,0,0,40,0, >50K
20,2,5225,10,0,0,3,4,1,0,0,40,0, <=50K
46,2,5226,11,2,10,5,0,1,0,0,36,0, <=50K
21,2,1107,10,0,3,0,0,1,0,0,40,0, <=50K
37,2,5227,9,1,1,1,0,0,0,0,40,0, <=50K
42,2,1208,10,1,10,1,0,0,0,0,40,0, <=50K
20,2,5228,9,0,4,3,0,1,0,0,30,0, <=50K
54,2,5229,16,1,3,1,0,0,0,1977,50,0, >50K
32,4,5230,9,1,7,2,0,1,4064,0,22,0, <=50K
62,5,5231,10,1,11,2,0,1,0,0,1,0, <=50K
50,2,2388,10,1,6,1,0,0,0,0,40,0, >50K
49,3,5232,10,0,0,4,1,1,0,0,40,0, <=50K
48,2,5233,12,1,7,1,0,0,0,0,50,0, <=50K
24,2,5234,10,0,5,5,1,1,0,0,40,0, <=50K
46,2,5235,14,1,10,1,2,0,0,0,40,13, >50K
42,2,5236,9,2,4,0,0,1,0,0,40,0, <=50K
52,6,5237,10,1,6,1,0,0,0,0,40,0, <=50K
58,4,5238,12,6,0,0,1,1,0,0,40,0, <=50K
37,2,5239,10,2,10,0,3,1,0,0,40,0, <=50K
34,2,5240,9,1,6,1,0,0,0,0,40,0, <=50K
26,2,5241,10,1,0,1,0,0,0,2051,40,0, <=50K
18,2,5242,10,0,0,5,0,1,0,0,20,0, <=50K
33,2,5243,10,0,3,0,1,0,0,0,40,0, <=50K
41,2,5175,10,2,5,0,0,1,0,0,15,0, <=50K
21,2,5244,12,0,0,3,0,1,0,0,20,0, <=50K
23,2,5245,11,0,10,0,0,1,0,0,40,0, <=50K
26,3,5246,10,0,10,3,0,1,0,0,40,0, <=50K
33,2,3742,13,1,4,2,0,1,0,0,40,0, <=50K
24,2,5247,10,0,1,3,0,1,0,0,45,0, <=50K
43,2,1077,6,1,6,1,2,0,0,0,42,28, <=50K
52,0,5248,9,2,0,0,0,1,0,0,40,9, <=50K
27,5,5249,10,2,11,3,1,1,0,0,40,0, <=50K
61,2,5250,4,2,4,4,0,1,0,0,40,0, <=50K
35,2,677,9,1,9,1,0,0,0,0,40,0, <=50K
35,2,5251,9,1,6,1,0,0,0,0,40,0, >50K
45,6,5252,9,1,1,1,0,0,15024,0,55,0, >50K
43,4,5253,9,1,1,1,0,0,0,0,40,0, >50K
51,2,5254,9,1,12,1,0,0,0,0,40,0, >50K
35,2,5255,13,1,7,1,0,0,0,0,40,0, <=50K
47,3,5256,13,1,0,1,0,0,0,0,45,11, >50K
22,2,4754,10,0,0,3,0,0,0,0,40,0, <=50K
49,6,5257,11,1,1,1,0,0,0,0,60,0, >50K
20,2,5258,9,0,6,3,0,0,0,0,20,0, <=50K
19,2,5259,6,2,4,0,0,1,0,0,40,0, <=50K
27,2,5260,9,0,6,0,0,0,0,0,40,0, <=50K
42,2,5261,12,2,3,4,0,1,0,0,45,0, <=50K
27,5,5262,10,2,11,3,0,0,0,0,40,0, <=50K
23,1,5263,10,0,8,3,0,0,0,0,35,0, <=50K
20,2,5264,10,0,10,0,0,1,0,0,10,0, <=50K
47,2,2841,9,1,7,1,0,0,0,0,50,0, <=50K
17,2,5265,8,0,4,3,1,0,0,0,18,0, <=50K
76,5,5266,6,1,11,1,0,0,0,0,1,0, <=50K
39,2,5267,10,2,5,4,0,1,0,0,40,0, <=50K
25,2,5268,5,1,9,1,0,0,0,0,40,5, <=50K
31,2,5269,11,1,1,2,1,1,0,0,43,0, <=50K
44,2,5270,9,2,7,0,1,0,0,0,20,22, <=50K
53,2,2038,11,1,1,1,0,0,0,0,40,0, >50K
34,2,5271,10,4,6,0,0,0,0,0,45,0, <=50K
45,1,1410,10,1,1,1,0,0,0,0,60,0, <=50K
34,2,5272,9,1,5,1,0,0,0,0,45,0, <=50K
35,2,5273,14,1,5,1,0,0,0,0,40,0, >50K
36,2,5274,10,0,4,0,0,0,0,0,48,0, <=50K
45,2,2190,10,6,4,4,0,1,0,0,45,0, <=50K
37,1,5275,10,1,1,1,0,0,0,0,60,0, <=50K
53,2,5276,12,1,9,1,0,0,0,0,40,0, >50K
35,2,5277,14,1,3,2,0,1,15024,0,50,0, >50K
38,1,5278,9,1,9,1,0,0,0,0,70,4, <=50K
65,6,5279,10,1,5,1,0,0,0,0,40,0, <=50K
49,1,5280,6,2,8,4,0,0,0,0,70,0, <=50K
24,2,5281,9,0,2,0,0,0,0,0,40,0, <=50K
54,2,5282,10,1,6,1,0,0,0,0,40,0, <=50K
17,2,5283,6,0,5,3,0,1,0,0,12,0, <=50K
19,2,5284,8,0,4,3,0,0,0,0,16,0, <=50K
60,2,5285,9,6,9,0,0,1,0,0,40,0, <=50K
46,2,5286,13,1,1,1,0,0,0,0,35,0, >50K
78,5,5287,14,6,11,0,0,1,0,0,15,0, <=50K
26,2,5288,10,0,1,3,1,1,0,0,40,0, <=50K
58,2,5289,2,1,4,1,0,0,0,0,38,1, <=50K
37,1,5290,9,2,1,4,0,0,0,0,55,0, <=50K
41,2,5291,14,1,3,1,0,0,0,0,38,0, >50K
30,2,5292,13,2,1,0,0,0,0,0,40,0, <=50K
19,2,5293,10,0,0,0,0,1,0,0,30,0, <=50K
48,2,5294,13,1,1,1,0,0,0,0,60,35, >50K
22,2,5295,10,0,7,0,0,1,0,0,24,0, <=50K
50,2,5296,14,3,3,5,0,0,0,0,60,4, <=50K
25,2,4308,2,0,14,0,0,1,0,0,40,27, <=50K
18,2,5297,6,0,4,3,0,0,0,0,6,0, <=50K
21,2,5298,9,0,2,3,0,0,0,0,40,0, <=50K
47,2,3689,10,1,7,1,0,0,0,0,50,0, <=50K
33,2,3080,9,0,4,5,3,1,0,0,36,0, <=50K
39,2,5299,9,2,6,3,0,0,2174,0,40,0, <=50K
67,1,5300,13,1,1,1,0,0,0,0,8,0, >50K
19,2,5301,10,0,4,3,0,0,0,1602,24,0, <=50K
18,2,5302,6,0,4,3,0,0,0,0,11,0, <=50K
36,2,5303,9,0,0,3,1,0,0,0,40,0, <=50K
23,2,5304,10,0,9,3,0,0,0,0,25,0, <=50K
25,5,5305,10,4,11,4,0,1,0,0,20,0, <=50K
40,2,3496,10,1,6,1,0,0,0,0,40,4, <=50K
73,1,5306,9,1,8,1,0,0,0,0,40,0, <=50K
35,2,5307,10,1,6,1,0,0,5013,0,40,0, <=50K
31,2,5308,12,1,6,1,0,0,0,0,40,0, >50K
20,2,5309,6,0,9,0,0,0,0,0,40,0, <=50K
20,2,5310,9,0,0,3,0,1,0,0,40,0, <=50K
27,2,5311,9,1,2,1,0,0,0,0,40,5, <=50K
66,6,5312,6,1,5,1,0,0,0,0,30,0, <=50K
66,2,5313,14,1,5,1,0,0,0,0,50,0, <=50K
64,2,5314,14,0,3,0,0,1,0,0,35,0, <=50K
48,2,5315,10,2,7,0,0,0,3325,0,53,0, <=50K
24,2,5316,13,0,3,0,0,1,0,0,40,0, <=50K
51,1,5317,9,1,8,1,0,0,0,0,60,0, <=50K
25,2,5318,13,1,6,1,0,0,0,0,60,0, >50K
33,2,5319,7,4,5,3,0,1,0,0,20,0, <=50K
50,2,5320,9,1,9,1,0,0,0,0,50,0, <=50K
51,2,5321,4,3,6,0,1,0,0,0,50,24, <=50K
34,0,678,13,1,3,1,0,0,0,0,38,0, >50K
41,4,5322,4,0,4,4,1,1,0,0,40,0, <=50K
30,1,5323,10,1,9,1,0,0,0,0,40,0, <=50K
59,2,5324,10,2,6,0,0,0,2907,0,40,0, <=50K
41,1,1074,10,1,9,1,0,0,3103,0,40,0, >50K
36,1,5189,14,0,5,0,0,0,10520,0,45,0, >50K
37,2,5325,2,1,8,1,0,0,0,0,85,5, <=50K
28,2,5326,9,0,4,0,3,0,0,0,30,0, <=50K
19,2,5327,9,0,6,3,0,0,0,0,40,0, <=50K
28,2,5328,10,1,7,1,0,0,0,0,45,0, <=50K
62,2,5329,6,1,9,1,1,0,0,0,40,0, <=50K
36,2,3033,14,1,5,1,0,0,15024,0,45,0, >50K
58,1,5330,6,0,6,0,0,0,0,0,40,35, <=50K
42,6,372,9,2,5,4,0,0,1151,0,50,0, <=50K
43,6,1073,9,1,6,1,0,0,0,0,40,0, <=50K
29,2,3808,9,1,6,1,0,0,0,0,40,0, <=50K
32,0,5331,9,0,1,0,0,0,0,0,50,0, <=50K
64,4,2614,5,0,0,5,0,0,0,0,40,0, <=50K
39,2,4753,13,1,3,2,0,1,0,0,20,0, >50K
26,2,5332,13,0,5,3,1,1,0,0,20,0, <=50K
19,2,5333,9,0,4,0,0,0,0,0,30,0, <=50K
21,2,5334,9,0,0,3,0,1,0,0,45,0, <=50K
32,2,5335,10,0,0,0,0,1,0,0,40,0, <=50K
30,4,5336,12,1,12,1,0,0,5013,0,45,0, <=50K
26,2,1279,13,0,0,5,0,1,0,0,50,0, <=50K
20,2,5337,10,0,0,3,2,1,0,0,15,0, <=50K
19,2,5338,10,0,7,3,0,0,0,0,30,0, <=50K
33,3,5339,13,1,0,1,0,0,0,0,42,0, >50K
23,2,5340,10,1,6,5,0,0,0,0,40,25, <=50K
29,2,5341,9,1,6,1,0,0,0,0,45,0, <=50K
42,2,5342,9,1,1,2,0,1,0,0,40,0, <=50K
30,1,5343,9,1,5,1,0,0,0,0,50,0, <=50K
63,2,5344,9,1,7,2,2,1,0,0,20,0, <=50K
34,2,5345,9,1,2,1,0,0,0,0,40,0, <=50K
60,1,5346,10,1,6,1,0,0,0,0,24,0, <=50K
48,2,5347,9,1,4,1,0,0,0,0,50,0, <=50K
25,2,5348,13,0,1,0,0,0,0,0,50,0, <=50K
27,2,5349,11,1,0,2,1,1,0,0,40,0, <=50K
55,1,5350,9,2,6,4,0,0,27828,0,55,0, >50K
32,2,5351,10,0,9,3,1,1,0,0,40,0, <=50K
22,2,5352,10,0,0,3,0,0,0,0,25,35, <=50K
25,2,5353,9,0,1,0,0,0,0,0,50,0, <=50K
18,2,5354,7,0,4,3,0,1,0,0,16,0, <=50K
24,4,2788,10,1,0,2,0,1,0,0,44,0, <=50K
29,2,5355,13,0,1,0,0,1,0,0,40,0, <=50K
73,5,5356,7,1,11,1,0,0,0,0,3,0, <=50K
39,2,5357,9,1,6,1,0,0,0,0,40,0, >50K
33,6,5358,14,1,6,1,0,0,0,0,40,0, <=50K
57,2,5359,9,2,9,0,0,1,0,0,40,0, >50K
22,2,5360,6,4,4,4,0,1,0,0,40,0, <=50K
33,5,1224,9,4,11,4,0,1,0,0,20,0, <=50K
33,2,5361,9,1,7,1,0,0,0,0,60,0, <=50K
42,2,5362,9,1,6,1,0,0,0,0,40,0, <=50K
43,2,5363,13,4,3,4,0,0,0,0,45,0, <=50K
57,1,5364,10,1,10,1,0,0,0,0,38,0, >50K
42,2,5365,14,2,3,0,0,0,4650,0,40,0, <=50K
22,2,1032,10,0,7,3,0,0,0,1719,30,0, <=50K
21,5,5366,10,0,11,3,0,1,0,0,35,0, <=50K
42,1,1074,13,1,5,1,0,0,0,0,50,0, >50K
39,2,5367,10,1,5,1,0,0,0,0,55,0, <=50K
41,2,5368,10,1,3,2,0,1,0,0,32,0, >50K
20,4,5369,9,0,2,3,1,0,0,0,40,0, <=50K
47,2,5370,10,1,6,1,0,0,0,0,40,0, <=50K
44,2,5371,10,2,0,4,0,1,0,0,40,0, <=50K
29,2,5372,13,0,0,0,1,1,0,0,40,0, <=50K
52,2,5373,10,3,0,0,0,1,14084,0,16,0, >50K
71,2,5374,10,6,5,0,0,0,0,0,35,0, >50K
52,2,2477,9,0,6,3,0,0,0,0,55,0, <=50K
36,2,5375,9,1,5,1,0,0,0,0,40,0, <=50K
53,2,5376,10,2,6,0,0,0,0,0,48,0, >50K
37,2,4003,9,1,4,2,0,1,0,0,30,0, >50K
26,2,5377,6,0,2,0,0,0,0,0,40,0, <=50K
34,2,5378,13,1,3,1,0,0,0,0,55,0, >50K
35,2,5379,13,0,3,0,0,0,0,0,50,0, >50K
20,2,5380,5,0,5,3,0,1,0,0,40,0, <=50K
34,4,5381,10,1,6,1,0,0,0,1740,40,0, <=50K
56,1,5382,13,1,1,1,0,0,0,0,60,0, <=50K
39,2,5383,13,1,3,2,0,1,0,0,36,0, >50K
24,2,5384,10,0,10,3,0,1,0,0,20,0, <=50K
24,2,5385,7,2,5,4,0,1,0,0,35,0, <=50K
23,2,5386,13,0,3,0,0,0,0,0,50,0, <=50K
27,2,3327,13,0,3,0,0,0,0,0,45,0, <=50K
25,2,3267,9,0,0,4,0,1,0,0,40,0, <=50K
29,2,5387,10,0,0,0,0,1,0,0,40,0, <=50K
42,2,5388,10,1,9,2,0,1,0,0,37,0, >50K
51,2,5389,9,1,6,1,0,0,0,0,40,0, <=50K
31,2,5390,11,1,6,1,0,0,0,1740,40,0, <=50K
59,2,5391,2,1,9,1,0,0,0,0,40,5, <=50K
29,2,5392,9,1,4,2,0,1,0,0,40,0, <=50K
18,2,5393,9,0,0,3,0,1,0,0,20,0, <=50K
24,2,5394,9,1,6,2,0,1,0,0,36,0, <=50K
38,0,5395,10,4,1,3,0,0,0,0,40,0, <=50K
36,2,5396,9,0,14,4,1,1,0,0,28,4, <=50K
34,1,5397,9,4,1,0,0,0,0,0,50,0, <=50K
42,1,4849,13,1,1,1,0,0,0,1977,70,0, >50K
45,1,703,8,2,6,5,1,0,0,0,35,0, <=50K
21,2,5398,11,0,7,3,0,0,0,0,40,0, <=50K
64,6,5399,16,1,3,1,0,0,7688,0,60,10, >50K
32,2,5400,9,0,9,5,1,0,0,0,40,0, <=50K
45,2,5401,13,0,3,0,0,0,0,0,40,0, >50K
53,2,5402,3,1,9,1,2,0,0,0,40,20, <=50K
42,2,5403,9,1,6,1,0,0,0,0,16,0, <=50K
32,2,5404,9,2,4,0,0,1,0,0,40,0, <=50K
49,2,5405,9,1,9,1,0,0,0,0,40,0, <=50K
62,2,5406,3,1,8,1,0,0,0,0,24,5, <=50K
28,2,5407,13,1,1,1,0,0,0,0,45,0, <=50K
29,5,4635,16,1,11,1,0,0,0,0,50,0, >50K
32,2,5408,9,0,8,0,0,0,0,0,35,0, <=50K
37,6,5395,6,0,7,0,0,0,0,2559,50,0, >50K
38,2,3382,13,1,1,1,2,0,0,0,50,29, >50K
44,4,5409,9,2,7,3,0,0,0,0,25,0, <=50K
19,2,5410,9,0,7,3,0,0,0,0,40,0, <=50K
22,5,5411,10,0,11,3,0,0,0,0,40,0, <=50K
24,2,5412,13,0,3,0,0,1,0,0,40,0, <=50K
58,2,5413,9,1,1,1,0,0,0,0,50,0, >50K
56,2,5414,13,6,4,0,0,1,0,0,40,0, <=50K
37,2,5415,6,2,6,4,0,1,0,0,40,0, <=50K
43,2,921,10,2,9,0,0,0,0,0,40,0, <=50K
32,2,5416,9,1,6,1,0,0,0,0,40,0, <=50K
34,2,5417,13,0,5,3,1,1,0,0,40,0, <=50K
44,2,5418,5,2,4,3,0,1,0,0,50,0, <=50K
28,2,5419,9,0,2,4,0,0,0,0,40,0, <=50K
35,2,5420,9,2,4,0,0,1,0,0,35,0, <=50K
38,2,1688,9,1,9,1,0,0,0,0,40,0, <=50K
26,2,4449,10,0,10,3,0,1,0,0,40,0, <=50K
20,2,5421,7,0,7,3,0,0,0,0,60,0, <=50K
24,2,5340,9,1,6,1,0,0,0,0,60,5, >50K
40,2,5422,9,2,6,0,0,0,0,0,45,0, <=50K
23,2,498,9,0,6,5,0,0,0,0,40,0, <=50K
79,4,5423,7,1,1,1,0,0,0,0,7,0, <=50K
44,2,5424,6,2,0,4,4,1,0,0,42,0, <=50K
51,2,5425,14,1,3,2,0,1,99999,0,50,0, >50K
30,2,5426,9,1,9,1,0,0,0,0,40,0, <=50K
52,2,5427,12,1,5,1,0,0,3103,0,48,0, >50K
41,2,5428,13,1,1,1,0,0,0,0,40,4, >50K
33,2,5429,3,1,8,1,2,0,0,0,40,13, <=50K
50,2,5430,13,2,1,4,0,0,0,0,45,0, >50K
51,2,5431,11,1,10,1,0,0,7298,0,40,0, >50K
41,2,2024,9,0,9,0,0,0,0,0,40,0, <=50K
35,2,5432,13,1,5,2,0,1,0,0,30,0, >50K
34,2,2022,10,1,1,1,0,0,7298,0,40,0, >50K
28,2,5433,13,0,3,0,0,0,0,0,45,0, <=50K
31,6,5434,11,2,5,0,0,0,0,0,40,0, <=50K
22,2,5435,9,0,2,3,0,0,0,0,40,0, <=50K
67,5,5436,9,6,11,0,0,1,2329,0,15,0, <=50K
65,2,5437,9,1,5,1,0,0,9386,0,40,0, >50K
39,1,2711,9,1,5,1,0,0,0,0,50,0, >50K
23,2,5438,10,0,10,3,0,0,0,0,40,0, <=50K
29,1,5439,12,1,5,1,0,0,0,0,50,0, <=50K
57,1,5440,6,2,1,3,0,0,0,0,60,0, >50K
47,2,5441,10,6,4,0,0,1,0,0,35,0, <=50K
51,4,5442,9,1,7,1,1,0,0,0,60,0, <=50K
34,2,5443,9,1,2,1,1,0,0,0,40,0, <=50K
52,2,5444,9,1,1,1,0,0,0,0,60,0, >50K
29,2,5445,9,1,3,1,0,0,0,0,40,0, >50K
29,2,5446,9,1,6,1,0,0,0,0,40,0, <=50K
25,4,5447,10,1,8,1,0,0,0,0,40,0, <=50K
21,2,5448,10,0,4,0,0,1,0,0,40,0, <=50K
38,2,5449,13,3,3,0,0,1,0,0,40,0, <=50K
55,1,5450,9,1,5,1,0,0,0,0,50,0, >50K
61,6,5451,13,4,5,0,0,1,0,0,30,0, <=50K
34,2,5452,12,0,0,0,2,1,8614,0,60,0, >50K
41,2,5453,13,1,0,1,0,0,0,0,40,0, <=50K
27,4,5454,11,0,0,3,0,0,0,0,43,0, <=50K
78,1,5455,13,0,1,0,0,0,99999,0,20,0, >50K
40,2,5456,9,1,7,1,0,0,0,0,40,0, >50K
26,1,5457,4,1,7,1,0,0,0,0,75,0, <=50K
43,2,5458,9,1,4,1,2,0,0,0,60,29, <=50K
55,5,5459,9,6,11,0,0,1,0,0,20,0, <=50K
25,2,5460,11,1,10,1,0,0,0,0,40,5, <=50K
26,1,5461,10,0,4,0,0,1,0,0,48,0, <=50K
43,6,1071,9,1,5,1,0,0,0,0,68,0, >50K
25,2,5462,10,0,4,3,0,0,0,0,40,15, <=50K
22,2,5463,10,0,0,5,1,1,0,0,30,2, <=50K
52,1,5464,9,1,6,1,0,0,0,0,55,0, >50K
61,2,5465,9,1,0,2,0,1,2414,0,5,0, <=50K
42,2,2646,13,0,5,4,0,0,0,0,40,0, <=50K
21,2,5466,11,0,0,0,0,1,0,0,40,0, <=50K
